Total_Time,Score,Distance,Walls_Hit,Opponent_Hit,Owntail_Hit,Other_Hit,Turns_Cornering,Cummulated_Low_Corner_Dist,Cummulated_Low_Corners,low corner dist,Right_Corners,Left_Corners,Turns_With_Useless_Keys,Keys_Released,scorePerDist,turnsperdist,rightminusleft,class
1110,11.45135135,2.381081081,0.005405405,0,0.000900901,0.004504505,0.033333333,0.53963964,0.018918919,28.52380942,0.017117117,0.016216216,0.111711712,0.036936937,4.809307605,0.013999243,0.000900901,40
2377,2.514934792,2.755153555,0.010096761,0,0.003365587,0,0.317206563,0.352124527,0.011358856,30.99999921,0.15902398,0.158182583,0.064366849,0.052166597,0.912811116,0.115132081,0.000841397,40
671,24.84649776,2.005961252,0,0,0,0,0.016393443,0.456035768,0.007451565,61.19999866,0.007451565,0.008941878,0.058122206,0.017883756,12.38632987,0.008172363,0.001490313,41
712,31.9002809,2.036516854,0,0,0,0,0.015449438,0.411516854,0.008426966,48.83333503,0.008426966,0.007022472,0.063202247,0.016853933,15.66413793,0.007586207,0.001404494,41
985,9.731979695,2.103553299,0.021319797,0,0,0.001015228,0.182741117,0.461928934,0.014213198,32.49999993,0.100507614,0.082233503,0.137055838,0.024365482,4.626447876,0.086872587,0.018274111,41
636,-0.256289308,2.26572327,0,0.006289308,0.003144654,0.004716981,0.158805031,0.372641509,0.01572327,23.70000064,0.073899371,0.08490566,0.287735849,0.033018868,-0.113115892,0.070090215,0.011006289,41
450,14.33555556,1.286666667,0,0,0,0,0.142222222,0,0,70,0.102222222,0.04,0.293333333,0.013333333,11.14162349,0.110535406,0.062222222,41
481,-22.6985447,1.182952183,0.126819127,0,0.002079002,0,0.286902287,0.164241164,0.006237006,26.3333343,0.145530146,0.141372141,0.079002079,0.022869023,-19.18804921,0.242530756,0.004158005,41
686,28.40670554,2.042274052,0,0,0.001457726,0,0.017492711,0.327988338,0.008746356,37.49999863,0.010204082,0.00728863,0.214285714,0.020408163,13.90935046,0.00856531,0.002915452,42
784,16.30739796,2.090561224,0,0.00127551,0,0.005102041,0.036989796,0.519132653,0.017857143,29.07142834,0.016581633,0.020408163,0.084183673,0.042091837,7.800488103,0.017693716,0.00382653,43
539,-3.079777365,1.406307978,0.057513915,0,0,0,0.031539889,0.621521336,0.016697588,37.22222252,0.016697588,0.014842301,0.170686456,0.037105751,-2.189973615,0.022427441,0.001855287,43
1857,10.47819063,2.822832526,0,0.002154012,0.004308024,0,0.28002154,0.489499192,0.013462574,36.3600001,0.152934841,0.127086699,0.054388799,0.056542811,3.711942007,0.099198779,0.025848142,43
1184,10.79814189,2.432432432,0,0.008445946,0.000844595,0.000844595,0.022804054,0.482263514,0.014358108,33.58823558,0.011824324,0.01097973,0.069256757,0.026182432,4.439236111,0.009375,0.000844594,44
722,-13.12603878,1.804709141,0.084487535,0,0,0,0.29501385,0.570637119,0.015235457,37.4545456,0.148199446,0.146814404,0.103878116,0.045706371,-7.273215656,0.163468918,0.001385042,44
513,14.25730994,2.38791423,0.021442495,0,0,0,0.040935673,0.602339181,0.023391813,25.74999984,0.01754386,0.023391813,0.311890838,0.04288499,5.970612245,0.017142857,0.005847953,44
654,1.918960245,2.605504587,0.010703364,0,0.00764526,0,0.414373089,0.47706422,0.010703364,44.5714282,0.204892966,0.209480122,0.194189602,0.044342508,0.736502347,0.159037559,0.004587156,44
1258,24.8481717,2.458664547,0,0.0063593,0.001589825,0,0.02782194,0.622416534,0.019077901,32.62500073,0.010333863,0.017488076,0.16136725,0.029411765,10.10636922,0.011315875,0.007154213,45
1287,3.487179487,1.738150738,0,0.005439005,0.001554002,0,0.261849262,0.56954157,0.017094017,33.31818203,0.128982129,0.132867133,0.068376068,0.038850039,2.006258382,0.15064819,0.003885004,45
1703,3.819142689,2.277745156,0,0.002348796,0.000587199,0.00645919,0.019964768,0.409277745,0.01233118,33.1904769,0.008220787,0.011743981,0.145038168,0.020551967,1.676720804,0.008765146,0.003523194,45
624,23.11698718,1.998397436,0,0.001602564,0,0,0.030448718,0.407051282,0.009615385,42.33333163,0.016025641,0.014423077,0.118589744,0.033653846,11.56776263,0.015236568,0.001602564,46
521,4.840690979,1.892514395,0,0.047984645,0,0,0.042226488,0.43378119,0.015355086,28.25000068,0.019193858,0.02303263,0.186180422,0.044145873,2.557809331,0.022312373,0.003838772,46
714,-1.239495798,1.834733894,0.043417367,0.00140056,0,0.00140056,0.271708683,0.693277311,0.026610644,26.05263183,0.147058824,0.12464986,0.173669468,0.049019608,-0.675572519,0.148091603,0.022408964,46
891,30.63075196,2.189674523,0,0.003367003,0,0,0.029180696,0.971941639,0.023569024,41.2380945,0.015712682,0.013468013,0.129068462,0.029180696,13.98872373,0.013326499,0.002244669,46
984,3.033536585,2.862804878,0.022357724,0,0,0.00304878,0.31097561,0.879065041,0.027439024,32.03703751,0.129065041,0.181910569,0.183943089,0.053861789,1.059637913,0.108626198,0.052845528,46
571,-5.65323993,1.23117338,0.019264448,0,0,0.014010508,0.458844133,0.357267951,0.012259194,29.14285809,0.218914186,0.239929947,0.138353765,0.04028021,-4.591749644,0.372688478,0.021015761,46
720,27.1125,1.784722222,0,0.001388889,0,0,0.276388889,0.479166667,0.015277778,31.36363593,0.134722222,0.141666667,0.069444444,0.044444444,15.19143969,0.154863813,0.006944445,46
811,26.648582,2.803945746,0,0,0,0.007398274,0.325524044,0.669543773,0.017262639,38.78571364,0.163995068,0.161528977,0.214549938,0.046855734,9.503957784,0.116094987,0.002466091,46
1182,6.584602369,1.695431472,0,0.000846024,0.005076142,0,0.186971235,0.5321489,0.017766497,29.95238172,0.102368866,0.084602369,0.131979695,0.0642978,3.883732535,0.110279441,0.017766497,47
804,11.20024876,2.104477612,0,0.008706468,0,0.002487562,0.047263682,0.834577114,0.031094527,26.8400003,0.02238806,0.024875622,0.149253731,0.052238806,5.322104019,0.022458629,0.002487562,48
229,-12.09606987,1.580786026,0.061135371,0,0.004366812,0,0.165938865,0.174672489,0.008733624,20.00000103,0.03930131,0.126637555,0.15720524,0.048034934,-7.651933702,0.104972376,0.087336245,48
1209,9.768403639,2.451612903,0,0.005789909,0.014061208,0.00248139,0.038047974,0.720430108,0.020678246,34.84000084,0.025641026,0.012406948,0.181141439,0.043837883,3.984480432,0.015519568,0.013234078,48
374,-2.205882353,2.489304813,0.034759358,0,0.005347594,0.002673797,0.259358289,0.668449198,0.021390374,31.25000049,0.13368984,0.125668449,0.14171123,0.064171123,-0.886143931,0.104189044,0.008021391,48
723,10.68326418,1.543568465,0.020746888,0,0,0,0.034578147,0.370677732,0.015214385,24.3636356,0.019363762,0.015214385,0.226832642,0.044260028,6.921146953,0.022401434,0.004149377,48
110,-37.17272727,1.527272727,0.190909091,0,0,0,0.145454545,0.645454545,0.027272727,23.66666689,0,0.145454545,0.154545455,0.045454545,-24.33928571,0.095238095,0.145454545,48
348,-19.68678161,2.068965517,0.117816092,0,0,0,0.238505747,0.32183908,0.014367816,22.40000011,0.120689655,0.117816092,0.16954023,0.068965517,-9.515277778,0.115277778,0.002873563,48
178,-22.58988764,1.106741573,0.117977528,0,0,0,0.095505618,0.275280899,0.011235955,24.50000013,0.078651685,0.016853933,0.297752809,0.117977528,-20.41116751,0.086294416,0.061797752,48
821,16.1047503,2.138855055,0,0.002436054,0,0.007308161,0.025578563,0.531059683,0.012180268,43.59999985,0.015834348,0.009744214,0.114494519,0.028014616,7.529612756,0.011958998,0.006090134,49
1149,13.18537859,2.377719756,0,0.000870322,0.003481288,0,0.036553525,0.683202785,0.023498695,29.07407348,0.019147084,0.01740644,0.154046997,0.041775457,5.545387994,0.015373353,0.001740644,49
859,8.451688009,2.166472643,0.005820722,0,0,0.020954598,0.032596042,0.478463329,0.016298021,29.35714275,0.017462165,0.015133877,0.18975553,0.032596042,3.901128426,0.015045674,0.002328288,49
997,20.86058175,2.318956871,0,0,0,0.006018054,0.043129388,0.610832497,0.013039117,46.84615507,0.017051153,0.026078235,0.174523571,0.048144433,8.99567474,0.018598616,0.009027082,50
717,15.78521618,2.040446304,0,0.0013947,0.0013947,0,0.032078103,0.629009763,0.013947001,45.10000128,0.018131102,0.013947001,0.111576011,0.030683403,7.736158578,0.015721121,0.004184101,51
674,24.44362018,2.007418398,0,0,0.00148368,0,0.029673591,0.442136499,0.011869436,37.25000067,0.016320475,0.013353116,0.123145401,0.029673591,12.17664449,0.014781966,0.002967359,51
875,22.48685714,2.197714286,0,0.011428571,0.001142857,0,0.018285714,0.441142857,0.010285714,42.88889007,0.002285714,0.016,0.038857143,0.025142857,10.23192928,0.008320333,0.013714286,52
409,-0.953545232,1.621026895,0.009779951,0.002444988,0,0.009779951,0.288508557,1,0.02200489,45.44444439,0.114914425,0.173594132,0.139364303,0.063569682,-0.588235294,0.177978884,0.058679707,52
638,10.40595611,2.982758621,0.015673981,0,0.004702194,0.003134796,0.053291536,1.271159875,0.039184953,32.43999999,0.031347962,0.021943574,0.07523511,0.056426332,3.488702049,0.017866527,0.009404388,52
1023,15.46823069,2.019550342,0.045943304,0.000977517,0,0.002932551,0.203323558,0.54740958,0.017595308,31.11111098,0.102639296,0.100684262,0.043010753,0.041055718,7.659244918,0.100677638,0.001955034,52
1002,31.93912176,2.270459082,0,0,0,0,0.025948104,0.472055888,0.011976048,39.41666633,0.00998004,0.015968064,0.047904192,0.028942116,14.06725275,0.011428571,0.005988024,52
595,5.035294118,1.94789916,0,0.010084034,0.003361345,0,0.040336134,0.835294118,0.021848739,38.23077011,0.021848739,0.018487395,0.201680672,0.045378151,2.584987058,0.020707506,0.003361344,53
439,-17.67653759,1.569476082,0.123006834,0,0,0.004555809,0.266514806,0.728929385,0.022779043,32.0000004,0.118451025,0.148063781,0.125284738,0.045558087,-11.26269956,0.169811321,0.029612756,53
684,33.16520468,2.014619883,0,0,0,0,0.027777778,0.644736842,0.013157895,48.99999901,0.011695906,0.016081871,0.124269006,0.029239766,16.46226415,0.013788099,0.004385965,54
900,14.55666667,2.176666667,0,0.002222222,0.002222222,0,0.026666667,0.525555556,0.012222222,43.00000082,0.015555556,0.011111111,0.096666667,0.027777778,6.687595712,0.012251149,0.004444445,54
1043,3.302013423,1.705656759,0.026845638,0.001917546,0.001917546,0.000958773,0.196548418,0.582933845,0.023969319,24.32000029,0.119846596,0.076701822,0.171620326,0.043144775,1.935919056,0.115233277,0.043144774,54
728,24.0782967,2.048076923,0,0.001373626,0,0,0.021978022,0.620879121,0.010989011,56.49999995,0.006868132,0.01510989,0.083791209,0.020604396,11.75653924,0.010731053,0.008241758,55
839,2.908224076,1.89034565,0.036948749,0,0.001191895,0,0.315852205,0.628128725,0.023837902,26.35000031,0.226460072,0.089392133,0.061978546,0.052443385,1.538461538,0.167087011,0.137067939,55
574,-1.785714286,1.933797909,0.036585366,0.00174216,0,0.00174216,0.043554007,0.62369338,0.022648084,27.53846109,0.017421603,0.026132404,0.261324042,0.045296167,-0.923423423,0.022522523,0.008710801,55
910,40.34175824,2.184615385,0,0.012087912,0,0,0.031868132,0.781318681,0.015384615,50.78571553,0.013186813,0.018681319,0.271428571,0.045054945,18.46629779,0.014587525,0.005494506,55
792,19.94065657,2.095959596,0,0,0,0,0.032828283,0.40530303,0.011363636,35.66666778,0.018939394,0.013888889,0.109848485,0.034090909,9.513855422,0.015662651,0.005050505,56
734,-3.903269755,1.685286104,0.029972752,0,0.004087193,0.004087193,0.427792916,0.467302452,0.014986376,31.18181821,0.192098093,0.235694823,0.046321526,0.046321526,-2.316087308,0.253839935,0.04359673,56
1224,7.536764706,2.433006536,0,0.001633987,0.010620915,0,0.040849673,0.879084967,0.024509804,35.86666654,0.02124183,0.019607843,0.151143791,0.04248366,3.097716588,0.016789792,0.001633987,56
741,30.69095816,2.05802969,0,0,0,0,0.026990553,0.516869096,0.013495277,38.29999903,0.009446694,0.01754386,0.086369771,0.025641026,14.91278689,0.013114754,0.008097166,57
524,-1.669847328,1.215648855,0,0.011450382,0.001908397,0,0.309160305,0.196564885,0.005725191,34.33333229,0.127862595,0.18129771,0.118320611,0.049618321,-1.373626374,0.254317111,0.053435115,57
833,10.60504202,2.147659064,0.012004802,0,0,0.006002401,0.034813926,0.692677071,0.021608643,32.05555624,0.016806723,0.018007203,0.105642257,0.036014406,4.937954164,0.016210173,0.00120048,58
496,-0.610887097,1.647177419,0.002016129,0,0,0.006048387,0.33266129,0.425403226,0.014112903,30.14285764,0.161290323,0.171370968,0.139112903,0.040322581,-0.370869033,0.201958384,0.010080645,58
1170,8.351282051,2.032478632,0,0,0.001709402,0,0.305128205,0.592307692,0.01965812,30.13043424,0.146153846,0.158974359,0.112820513,0.05042735,4.108915055,0.150126156,0.012820513,58
836,12.48444976,2.840909091,0.002392344,0,0,0,0.027511962,0.374401914,0.014354067,26.08333332,0.013157895,0.014354067,0.064593301,0.029904306,4.394526316,0.009684211,0.001196172,58
923,13.78548212,3.141928494,0,0.001083424,0,0,0.032502709,0.632719393,0.016251354,38.93333399,0.019501625,0.013001083,0.121343445,0.033586132,4.387586207,0.010344828,0.006500542,59
589,1.341256367,2.444821732,0,0,0.006791171,0,0.037351443,0.612903226,0.0237691,25.78571448,0.018675722,0.018675722,0.130730051,0.037351443,0.548611111,0.015277778,0,59
194,-48.47938144,1.484536082,0.231958763,0,0,0.015463918,0.190721649,0.664948454,0.036082474,18.42857156,0.134020619,0.056701031,0.056701031,0.056701031,-32.65625,0.128472222,0.077319588,60
852,35.27347418,2.14084507,0.039906103,0,0,0,0.037558685,0.731220657,0.018779343,38.93749941,0.014084507,0.023474178,0.408450704,0.04342723,16.47642544,0.01754386,0.009389671,61
1001,1.8001998,2.26973027,0.03996004,0,0.000999001,0,0.018981019,0.317682318,0.008991009,35.33333333,0.012987013,0.005994006,0.083916084,0.022977023,0.793133803,0.008362676,0.006993007,62
815,5.909202454,2.112883436,0.03803681,0.003680982,0.001226994,0,0.020858896,0.360736196,0.009815951,36.74999967,0.012269939,0.008588957,0.079754601,0.024539877,2.796747967,0.009872242,0.003680982,62
1023,8.234604106,1.820136852,0.008797654,0.000977517,0.000977517,0.00684262,0.016617791,0.157380254,0.004887586,32.19999689,0.008797654,0.007820137,0.286412512,0.024437928,4.524167562,0.009129968,0.000977517,62
730,-2.834246575,2.639726027,0.05890411,0,0,0.001369863,0.368493151,0.490410959,0.019178082,25.57142883,0.139726027,0.228767123,0.082191781,0.039726027,-1.073689673,0.139595226,0.089041096,62
931,8.090225564,1.978517723,0.030075188,0.001074114,0.003222342,0,0.250268528,0.810955961,0.022556391,35.9523809,0.123523093,0.126745435,0.128893663,0.051557465,4.089033659,0.126492942,0.003222342,63
968,39.01756198,2.283057851,0,0.006198347,0,0,0.035123967,0.696280992,0.022727273,30.63636328,0.017561983,0.017561983,0.131198347,0.04338843,17.09004525,0.015384615,0,63
1930,8.77253886,3.354404145,0.001036269,0,0.006735751,0,0.049222798,1.173056995,0.030569948,38.3728816,0.022797927,0.02642487,0.177202073,0.055440415,2.615230151,0.014674081,0.003626943,63
930,7.022580645,2.111827957,0.017204301,0,0.001075269,0,0.1,0.423655914,0.008602151,49.24999736,0.069892473,0.030107527,0.152688172,0.031182796,3.325356415,0.047352342,0.039784946,63
728,-0.921703297,2.451923077,0.019230769,0.012362637,0,0.005494505,0.241758242,0.883241758,0.034340659,25.72000025,0.098901099,0.142857143,0.193681319,0.065934066,-0.375910364,0.09859944,0.043956044,63
1009,7.938553023,3.172447968,0,0.004955401,0.00099108,0.023785927,0.039643211,0.753221011,0.026759167,28.14814867,0.014866204,0.024777007,0.191278494,0.046580773,2.502343018,0.012496095,0.009910803,64
708,14.56073446,2.032485876,0,0.002824859,0,0,0.024011299,0.436440678,0.009887006,44.14285558,0.011299435,0.012711864,0.155367232,0.025423729,7.16400278,0.01181376,0.001412429,65
1157,16.21261884,2.369057908,0,0.001728608,0.004321521,0,0.02247191,0.652549697,0.015557476,41.94444504,0.012100259,0.010371651,0.061365601,0.026793431,6.843487778,0.009485589,0.001728608,66
760,6.264473684,1.814473684,0.023684211,0.002631579,0,0,0.326315789,0.859210526,0.026315789,32.65000058,0.115789474,0.210526316,0.130263158,0.060526316,3.452501813,0.179840464,0.094736842,66
955,3.932984293,2.217801047,0.003141361,0.004188482,0,0.004188482,0.037696335,0.869109948,0.027225131,31.92307681,0.018848168,0.018848168,0.172774869,0.041884817,1.773371105,0.016997167,0,66
358,57.4273743,2.773743017,0,0,0,0.011173184,0.041899441,0.452513966,0.016759777,26.99999922,0.022346369,0.019553073,0.145251397,0.039106145,20.70392749,0.01510574,0.002793296,66
1156,5.672145329,2.368512111,0,0,0.001730104,0.005190311,0.035467128,0.509515571,0.016435986,31.0000003,0.016435986,0.019031142,0.078719723,0.037197232,2.394813733,0.014974434,0.002595156,66
467,11.28051392,2.370449679,0.021413276,0.010706638,0,0.002141328,0.271948608,0.631691649,0.027837259,22.69230778,0.104925054,0.167023555,0.13490364,0.096359743,4.758807588,0.114724481,0.062098501,67
1233,12.19302514,2.270884023,0,0,0.00081103,0,0.0243309,0.354420114,0.00892133,39.72727318,0.0162206,0.0081103,0.124087591,0.03325223,5.369285714,0.010714286,0.0081103,67
769,18.16644993,2.101430429,0,0.007802341,0.00390117,0,0.028608583,0.576072822,0.015604681,36.91666763,0.018205462,0.010403121,0.102730819,0.028608583,8.64480198,0.013613861,0.007802341,68
758,28.70580475,1.569920844,0,0,0,0,0.026385224,0.26121372,0.011873351,21.99999983,0.013192612,0.013192612,0.088390501,0.026385224,18.28487395,0.016806723,0,68
134,-13.91791045,1.029850746,0.074626866,0,0,0,0.335820896,1.02238806,0.029850746,34.25000032,0.134328358,0.201492537,0.291044776,0.029850746,-13.51449275,0.326086957,0.067164179,69
729,-1.742112483,3.046639232,0.042524005,0.002743484,0.001371742,0.021947874,0.037037037,0.691358025,0.024691358,28.00000004,0.020576132,0.016460905,0.244170096,0.035665295,-0.571814498,0.012156686,0.004115227,69
777,4.09009009,1.857142857,0.006435006,0,0.002574003,0.001287001,0.271557272,0.854568855,0.024453024,34.94736909,0.149292149,0.122265122,0.290862291,0.045045045,2.202356202,0.146223146,0.027027027,69
1174,5.770868825,1.782793867,0,0,0.018739353,0,0.289608177,0.591993186,0.019591141,30.21739193,0.176320273,0.113287905,0.149063032,0.050255537,3.236980411,0.162446249,0.063032368,69
603,5.313432836,2.222222222,0.004975124,0,0.006633499,0.008291874,0.286898839,0.877280265,0.026533997,33.06249959,0.157545605,0.129353234,0.278606965,0.044776119,2.391044776,0.129104478,0.028192371,70
806,2.241935484,2.106699752,0,0,0.006203474,0,0.023573201,0.368486352,0.012406948,29.69999971,0.009925558,0.013647643,0.136476427,0.02853598,1.064193168,0.011189635,0.003722085,71
753,3.657370518,2.066401062,0,0.059760956,0,0,0.026560425,0.512616202,0.011952191,42.88888974,0.015936255,0.01062417,0.062416999,0.030544489,1.769922879,0.01285347,0.005312085,72
1245,26.22168675,2.476305221,0,0.023293173,0.003212851,0,0.037751004,0.846586345,0.024096386,35.13333265,0.021686747,0.016064257,0.106827309,0.053815261,10.58903665,0.015244891,0.00562249,72
654,7.117737003,2.493883792,0.029051988,0.003058104,0.003058104,0.010703364,0.048929664,1.168195719,0.041284404,28.29629608,0.021406728,0.027522936,0.163608563,0.050458716,2.854077253,0.019619865,0.006116208,72
992,-2.224798387,1.998991935,0.057459677,0,0.002016129,0.007056452,0.266129032,0.675403226,0.024193548,27.91666712,0.137096774,0.129032258,0.172379032,0.039314516,-1.112960161,0.133131619,0.008064516,72
290,38.93448276,2.224137931,0,0,0,0,0.037931034,0.286206897,0.006896552,41.49999841,0.020689655,0.017241379,0.089655172,0.037931034,17.50542636,0.017054264,0.003448276,72
748,22.92647059,2.062834225,0.021390374,0,0,0.002673797,0.037433155,0.715240642,0.024064171,29.72222239,0.018716578,0.018716578,0.088235294,0.04144385,11.11406351,0.018146468,0,72
786,25.17430025,2.114503817,0,0,0,0,0.026717557,0.559796438,0.012722646,44.0000011,0.015267176,0.011450382,0.097964377,0.029262087,11.9055355,0.012635379,0.003816794,73
505,20.40792079,2.883168317,0,0.001980198,0,0,0.033663366,0.530693069,0.00990099,53.60000051,0.01980198,0.013861386,0.140594059,0.033663366,7.078296703,0.011675824,0.005940594,73
1264,16.34889241,2.652689873,0.041139241,0,0.000791139,0,0.295094937,0.568829114,0.015031646,37.84210418,0.139240506,0.15585443,0.167721519,0.055379747,6.163137489,0.111243662,0.016613924,73
1194,-1.344221106,2.886934673,0.029313233,0,0,0.007537688,0.278894472,0.788107203,0.024288107,32.44827615,0.128140704,0.150753769,0.19681742,0.052763819,-0.46562228,0.096605744,0.022613065,73
859,4.493597206,2.146682189,0.012805588,0.003492433,0.001164144,0,0.022118743,0.541327125,0.012805588,42.27272695,0.013969732,0.00814901,0.04540163,0.025611176,2.093275488,0.010303688,0.005820722,74
1096,3.373175182,2.339416058,0.018248175,0.001824818,0.000912409,0.003649635,0.023722628,0.41879562,0.01459854,28.68750026,0.012773723,0.010948905,0.085766423,0.028284672,1.441887676,0.010140406,0.001824818,74
909,31.80418042,2.183718372,0,0.00550055,0,0,0.02970297,0.595159516,0.01650165,36.06666703,0.0110011,0.01870187,0.081408141,0.0330033,14.56423174,0.013602015,0.00770077,74
953,5.40818468,1.47429171,0,0.001049318,0.008394544,0,0.138509969,0.503672613,0.016789087,30.00000018,0.077649528,0.060860441,0.032528856,0.0409234,3.668327402,0.093950178,0.016789087,74
1141,2.578439965,2.097283085,0.011393514,0,0.001752848,0.000876424,0.326029798,0.721297108,0.021034181,34.29166593,0.14636284,0.179666959,0.248028046,0.036809816,1.229419139,0.155453406,0.033304119,75
754,5.775862069,2.237400531,0,0,0,0.00928382,0.395225464,0.49071618,0.013262599,37.00000128,0.201591512,0.193633952,0.212201592,0.041114058,2.581505631,0.176644932,0.00795756,75
428,-8.810747664,1.621495327,0.049065421,0,0,0,0.156542056,0.434579439,0.01635514,26.57142886,0.079439252,0.077102804,0.03271028,0.035046729,-5.433717579,0.096541787,0.002336448,76
969,7.812177503,2.228070175,0.083591331,0.001031992,0,0,0.029927761,0.456140351,0.011351909,40.18181885,0.016511868,0.013415893,0.138286894,0.031991744,3.506252895,0.013432145,0.003095975,76
714,37.41596639,2.086834734,0,0,0,0,0.022408964,0.620448179,0.012605042,49.22222227,0.011204482,0.011204482,0.072829132,0.028011204,17.9295302,0.010738255,0,77
418,-17.65789474,1.133971292,0.064593301,0.002392344,0.016746411,0.009569378,0.433014354,0.485645933,0.009569378,50.74999995,0.19138756,0.241626794,0.184210526,0.031100478,-15.57172996,0.38185654,0.050239234,77
753,32.87383798,2.090305445,0,0,0,0,0.029216467,0.754316069,0.014608234,51.63636268,0.013280212,0.015936255,0.100929615,0.029216467,15.72681067,0.013977128,0.002656043,78
688,-4.521802326,2.018895349,0.042151163,0,0,0,0.039244186,0.738372093,0.023255814,31.74999994,0.01744186,0.021802326,0.191860465,0.040697674,-2.239740821,0.019438445,0.004360466,78
927,-6.765911543,2.197411003,0.055016181,0,0,0,0.050701187,0.978425027,0.024811219,39.43478259,0.02373247,0.026968716,0.177993528,0.05609493,-3.079037801,0.023073147,0.003236246,78
688,16.98982558,1.779069767,0,0,0,0,0.268895349,0.32994186,0.011627907,28.3749999,0.130813953,0.138081395,0.069767442,0.037790698,9.549836601,0.151143791,0.007267442,79
808,13.87252475,2.107673267,0,0,0,0.003712871,0.01980198,0.438118812,0.012376238,35.39999893,0.013613861,0.006188119,0.603960396,0.032178218,6.581914269,0.009395185,0.007425742,80
630,-6.3,2.625396825,0.050793651,0,0.001587302,0,0.384126984,0.520634921,0.017460317,29.81818263,0.13968254,0.244444444,0.147619048,0.028571429,-2.399637243,0.146311971,0.104761904,80
987,6.269503546,1.634245187,0.00810537,0.001013171,0.001013171,0.004052685,0.178318136,0.235055724,0.009118541,25.77777783,0.074974671,0.103343465,0.126646403,0.025329281,3.83632982,0.109113453,0.028368794,80
698,25.35673352,2.025787966,0,0,0,0,0.02722063,0.544412607,0.010028653,54.28571584,0.014326648,0.012893983,0.054441261,0.031518625,12.51697313,0.013437058,0.001432665,81
823,12.90886999,2.280680437,0.001215067,0.002430134,0.008505468,0.007290401,0.037667072,0.839611179,0.024301337,34.54999941,0.013365735,0.024301337,0.136087485,0.043742406,5.660095898,0.016515717,0.010935602,81
709,-0.126939351,2.033850494,0,0.047954866,0,0,0.039492243,0.904090268,0.026798307,33.7368427,0.022566996,0.016925247,0.117066291,0.04090268,-0.062413315,0.019417476,0.005641749,82
1174,15.6516184,2.427597956,0.016183986,0,0,0,0.023850085,0.595400341,0.016183986,36.78947455,0.008517888,0.015332198,0.06132879,0.026405451,6.447368421,0.009824561,0.00681431,83
1507,3.256801593,2.131386861,0.01924353,0,0.00265428,0,0.02189781,0.422694094,0.01459854,28.95454573,0.01194426,0.00995355,0.055076311,0.02388852,1.528019925,0.010273973,0.00199071,83
1218,19.06403941,1.917077176,0,0,0,0,0.033661741,0.81773399,0.017241379,47.42857227,0.017241379,0.016420361,0.082922824,0.033661741,9.944325482,0.017558887,0.000821018,83
787,15.23252859,2.092757306,0,0.005082592,0,0,0.059720457,0.688691233,0.021601017,31.88235225,0.030495553,0.029224905,0.182973316,0.066073698,7.278688525,0.028536733,0.001270648,84
896,21.98325893,2.174107143,0.004464286,0.002232143,0,0,0.045758929,0.793526786,0.0234375,33.85714287,0.018973214,0.026785714,0.15625,0.053571429,10.1113963,0.021047228,0.0078125,84
759,7.852437418,3.117259552,0,0,0,0.005270092,0.044795784,0.77997365,0.018445323,42.28571384,0.023715415,0.021080369,0.127799736,0.054018445,2.519019442,0.014370245,0.002635046,84
1009,31.92269574,2.258671952,0,0.001982161,0.001982161,0,0.026759167,0.419226957,0.012884044,32.53846052,0.015857284,0.010901883,0.096134787,0.025768087,14.13339184,0.011847301,0.004955401,85
1114,-1.692100539,2.337522442,0.026032316,0,0.000897666,0.00448833,0.026929982,0.411131059,0.014362657,28.62500017,0.017055655,0.009874327,0.126570916,0.027827648,-0.723886329,0.011520737,0.007181328,85
590,17.95084746,2.523728814,0,0,0,0,0.23220339,0.037288136,0.003389831,10.99999853,0.106779661,0.125423729,0.038983051,0.042372881,7.112827401,0.092008059,0.018644068,85
756,17.66798942,2.068783069,0,0,0,0.002645503,0.01984127,0.488095238,0.010582011,46.12499817,0.007936508,0.011904762,0.079365079,0.021164021,8.54028133,0.009590793,0.003968254,85
852,11.56455399,2.14084507,0,0.005868545,0,0,0.023474178,0.573943662,0.015258216,37.61538452,0.011737089,0.011737089,0.09741784,0.024647887,5.401864035,0.010964912,0,86
917,5.799345692,1.910577972,0.023991276,0.005452563,0.001090513,0,0.212649945,0.60087241,0.020719738,29.00000039,0.071973828,0.140676118,0.044711014,0.05997819,3.035388128,0.11130137,0.06870229,86
222,25.32882883,2.675675676,0,0,0,0.013513514,0.045045045,0.238738739,0.009009009,26.50000006,0.027027027,0.018018018,0.09009009,0.045045045,9.466329966,0.016835017,0.009009009,86
688,16.40843023,2.018895349,0,0,0,0.002906977,0.027616279,0.643895349,0.013081395,49.22222355,0.010174419,0.01744186,0.129360465,0.029069767,8.127429806,0.013678906,0.007267441,87
498,3.813253012,1.875502008,0.042168675,0.012048193,0.002008032,0,0.026104418,0.248995984,0.012048193,20.66666628,0.010040161,0.016064257,0.15060241,0.030120482,2.033190578,0.01391863,0.006024096,87
425,22.17882353,2.028235294,0,0,0,0,0.265882353,0.174117647,0.004705882,37.00000276,0.115294118,0.150588235,0.004705882,0.035294118,10.9350348,0.131090487,0.035294117,87
589,24.77079796,1.943972835,0,0,0,0.008488964,0.018675722,0.465195246,0.010186757,45.66666762,0.006791171,0.01188455,0.045840407,0.020373514,12.74235808,0.009606987,0.005093379,88
